source,target,weight,tag
b789,t_sci-fi,2775,sci-fi
b563,t_fantasy,2768,fantasy
b280,t_romance,2767,romance
b3,t_vampire,2766,vampire
b1060,t_non-fiction,2766,non-fiction
b15,t_memoir,2765,memoir
b1262,t_science-fiction,2762,science-fiction
b126,t_fantasy,2760,fantasy
b2170,t_fantasy,2756,fantasy
b134,t_paranormal,2756,paranormal
b2154,t_fantasy,2754,fantasy
b3648,t_fantasy,2753,fantasy
b65,t_sci-fi,2752,sci-fi
b550,t_food,2752,food
b1252,t_non-fiction,2752,non-fiction
b3462,t_fantasy,2750,fantasy
b858,t_sci-fi,2749,sci-fi
b517,t_romance,2743,romance
b87,t_nonfiction,2742,nonfiction
b2783,t_fantasy,2741,fantasy
b452,t_sci-fi,2741,sci-fi
b506,t_romance,2736,romance
b1191,t_science-fiction,2734,science-fiction
b1859,t_writing,2734,writing
b864,t_historical-fiction,2731,historical-fiction
b4454,t_steampunk,2731,steampunk
b1352,t_manga,2731,manga
b3530,t_fantasy,2731,fantasy
b206,t_dystopia,2731,dystopia
b290,t_humor,2727,humor
b852,t_non-fiction,2726,non-fiction
b252,t_dystopian,2726,dystopian
b67,t_historical-fiction,2717,historical-fiction
b1962,t_urban-fantasy,2717,urban-fantasy
b2805,t_graphic-novels,2717,graphic-novels
b1816,t_science-fiction,2716,science-fiction
b137,t_historical,2716,historical
b2898,t_fantasy,2716,fantasy
b1070,t_fantasy,2713,fantasy
b283,t_humor,2710,humor
b1862,t_star-wars,2707,star-wars
b390,t_horror,2705,horror
b202,t_angels,2704,angels
b3938,t_fantasy,2703,fantasy
b201,t_thriller,2703,thriller
b2998,t_urban-fantasy,2702,urban-fantasy
b9245,t_manga,2702,manga
b271,t_science-fiction,2702,science-fiction
b171,t_classic,2701,classic
b3492,t_fantasy,2699,fantasy
b2466,t_poetry,2699,poetry
b1630,t_fantasy,2695,fantasy
b48,t_classic,2694,classic
b563,t_vampires,2692,vampires
b539,t_romance,2690,romance
b705,t_horror,2687,horror
b760,t_sci-fi,2687,sci-fi
b463,t_romance,2686,romance
b2802,t_fantasy,2685,fantasy
b1666,t_poetry,2685,poetry
b633,t_sci-fi,2681,sci-fi
b2674,t_fantasy,2681,fantasy
b558,t_fantasy,2679,fantasy
b1178,t_classics,2678,classics
b2230,t_fantasy,2676,fantasy
b14,t_dystopia,2674,dystopia
b91,t_sci-fi,2673,sci-fi
b663,t_non-fiction,2673,non-fiction
b1526,t_classics,2672,classics
b909,t_fantasy,2672,fantasy
b912,t_mystery,2669,mystery
b2587,t_fantasy,2668,fantasy
b857,t_mystery,2666,mystery
b1731,t_fantasy,2666,fantasy
b384,t_fantasy,2665,fantasy
b2739,t_non-fiction,2665,non-fiction
b97,t_classic,2664,classic
b254,t_romance,2664,romance
b3436,t_graphic-novels,2664,graphic-novels
b1135,t_classics,2657,classics
b433,t_paranormal-romance,2657,paranormal-romance
b2493,t_fantasy,2654,fantasy
b502,t_graphic-novels,2654,graphic-novels
b711,t_dystopian,2653,dystopian
b3360,t_fantasy,2652,fantasy
b7,t_adventure,2645,adventure
b8890,t_manga,2644,manga
b703,t_horror,2639,horror
b259,t_dystopia,2638,dystopia
b1496,t_fantasy,2637,fantasy
b2767,t_comics,2636,comics
b1783,t_classics,2632,classics
b558,t_vampires,2630,vampires
b1812,t_fantasy,2630,fantasy
b29,t_drama,2630,drama
b1070,t_urban-fantasy,2629,urban-fantasy
b3441,t_fantasy,2623,fantasy
b6254,t_steampunk,2623,steampunk
b2154,t_urban-fantasy,2620,urban-fantasy
b617,t_non-fiction,2618,non-fiction
b452,t_science-fiction,2618,science-fiction
b185,t_romance,2617,romance
b337,t_science-fiction,2614,science-fiction
b417,t_mystery,2613,mystery
b258,t_mystery,2613,mystery
b842,t_romance,2612,romance
b1737,t_fantasy,2611,fantasy
b3414,t_fantasy,2610,fantasy
b1273,t_urban-fantasy,2610,urban-fantasy
b574,t_non-fiction,2608,non-fiction
b2353,t_graphic-novels,2603,graphic-novels
b352,t_memoir,2603,memoir
b5414,t_fantasy,2601,fantasy
b246,t_fantasy,2601,fantasy
b202,t_paranormal,2600,paranormal
b270,t_mystery,2596,mystery
b1452,t_fantasy,2594,fantasy
b441,t_horror,2593,horror
b2463,t_fantasy,2592,fantasy
b366,t_biography,2591,biography
b2244,t_comics,2585,comics
b2828,t_fantasy,2584,fantasy
b472,t_psychology,2584,psychology
b1014,t_sci-fi,2583,sci-fi
b2510,t_historical-fiction,2582,historical-fiction
b482,t_historical-fiction,2581,historical-fiction
b1335,t_fantasy,2579,fantasy
b287,t_classics,2578,classics
b774,t_sci-fi,2578,sci-fi
b1307,t_non-fiction,2575,non-fiction
b1184,t_classics,2574,classics
b823,t_mystery,2571,mystery
b17,t_adventure,2570,adventure
b66,t_romance,2570,romance
b1995,t_fantasy,2567,fantasy
b572,t_science-fiction,2562,science-fiction
b2825,t_fantasy,2562,fantasy
b97,t_vampires,2561,vampires
b506,t_dystopian,2561,dystopian
b103,t_classic,2557,classic
b3212,t_classics,2556,classics
b1029,t_fantasy,2554,fantasy
b535,t_romance,2553,romance
b2235,t_mystery,2552,mystery
b128,t_non-fiction,2541,non-fiction
b5145,t_fantasy,2532,fantasy
b2129,t_graphic-novels,2528,graphic-novels
b3731,t_fantasy,2521,fantasy
b313,t_historical-fiction,2518,historical-fiction
b745,t_non-fiction,2518,non-fiction
b187,t_science-fiction,2516,science-fiction
b83,t_historical-fiction,2515,historical-fiction
b538,t_non-fiction,2514,non-fiction
b452,t_dystopian,2512,dystopian
b2105,t_fantasy,2511,fantasy
b1690,t_fantasy,2510,fantasy
b125,t_drama,2510,drama
b260,t_non-fiction,2510,non-fiction
b22,t_mystery,2510,mystery
b3654,t_fantasy,2508,fantasy
b2614,t_urban-fantasy,2507,urban-fantasy
b1520,t_science-fiction,2507,science-fiction
b890,t_sci-fi,2506,sci-fi
b3463,t_urban-fantasy,2504,urban-fantasy
b1510,t_manga,2504,manga
b2355,t_classics,2504,classics
b160,t_classic,2504,classic
b297,t_classics,2504,classics
b3899,t_fantasy,2503,fantasy
b2959,t_fantasy,2503,fantasy
b7966,t_manga,2501,manga
b4044,t_fantasy,2500,fantasy
b1065,t_mystery,2500,mystery
b1029,t_graphic-novel,2496,graphic-novel
b169,t_romance,2496,romance
b202,t_romance,2493,romance
b20,t_romance,2491,romance
b1196,t_fantasy,2491,fantasy
b5632,t_fantasy,2490,fantasy
b2300,t_graphic-novels,2488,graphic-novels
b2857,t_mystery,2485,mystery
b119,t_sci-fi,2483,sci-fi
b232,t_horror,2483,horror
b295,t_historical-fiction,2482,historical-fiction
b1413,t_dystopian,2481,dystopian
b3457,t_poetry,2480,poetry
b2269,t_fantasy,2479,fantasy
b1631,t_classics,2479,classics
b337,t_sci-fi,2478,sci-fi
b1952,t_fantasy,2477,fantasy
b1123,t_horror,2477,horror
b2441,t_non-fiction,2476,non-fiction
b211,t_psychology,2475,psychology
b209,t_horror,2470,horror
b3663,t_fantasy,2466,fantasy
b1965,t_fantasy,2465,fantasy
b7560,t_fantasy,2464,fantasy
b8381,t_fantasy,2462,fantasy
b347,t_classics,2459,classics
b2099,t_manga,2457,manga
b1895,t_comics,2457,comics
b2018,t_historical-fiction,2456,historical-fiction
b5067,t_fantasy,2453,fantasy
b117,t_sci-fi,2453,sci-fi
b252,t_romance,2453,romance
b268,t_science-fiction,2452,science-fiction
b314,t_fantasy,2452,fantasy
b677,t_non-fiction,2451,non-fiction
b818,t_horror,2448,horror
b2268,t_mystery,2446,mystery
b4278,t_historical-romance,2446,historical-romance
b631,t_fantasy,2444,fantasy
b153,t_romance,2443,romance
b696,t_horror,2443,horror
b2026,t_classics,2443,classics
b1860,t_fantasy,2441,fantasy
b1004,t_romance,2441,romance
b1539,t_historical-fiction,2440,historical-fiction
b1664,t_classics,2436,classics
b1332,t_science-fiction,2434,science-fiction
b1077,t_comics,2431,comics
b2,t_adventure,2430,adventure
b1944,t_fantasy,2424,fantasy
b354,t_classics,2423,classics
b3536,t_fantasy,2422,fantasy
b1061,t_historical-fiction,2420,historical-fiction
b183,t_paranormal,2420,paranormal
b1437,t_fantasy,2420,fantasy
b5259,t_fantasy,2419,fantasy
b1324,t_historical-fiction,2419,historical-fiction
b290,t_memoir,2419,memoir
b928,t_paranormal,2418,paranormal
b93,t_classic,2416,classic
b334,t_romance,2413,romance
b277,t_fantasy,2413,fantasy
b5661,t_fantasy,2413,fantasy
b1450,t_urban-fantasy,2413,urban-fantasy
b7148,t_fantasy,2408,fantasy
b7900,t_fantasy,2407,fantasy
b631,t_vampires,2404,vampires
b1321,t_manga,2403,manga
b4522,t_graphic-novels,2403,graphic-novels
b4194,t_fantasy,2402,fantasy
b394,t_fantasy,2397,fantasy
b630,t_non-fiction,2395,non-fiction
b2640,t_star-wars,2394,star-wars
b163,t_fantasy,2394,fantasy
b915,t_horror,2394,horror
b317,t_non-fiction,2394,non-fiction
b5,t_historical-fiction,2394,historical-fiction
b105,t_science-fiction,2393,science-fiction
b69,t_romance,2390,romance
b1710,t_non-fiction,2388,non-fiction
b711,t_dystopia,2388,dystopia
b182,t_paranormal,2387,paranormal
b4097,t_graphic-novels,2384,graphic-novels
b2458,t_fantasy,2383,fantasy
b98,t_crime,2381,crime
b193,t_nonfiction,2379,nonfiction
b2661,t_non-fiction,2376,non-fiction
b292,t_classics,2376,classics
b70,t_fantasy,2376,fantasy
b1002,t_dystopian,2375,dystopian
b2238,t_romance,2374,romance
b1070,t_paranormal,2373,paranormal
b82,t_nonfiction,2370,nonfiction
b1631,t_mystery,2368,mystery
b282,t_horror,2368,horror
b4378,t_fantasy,2367,fantasy
b2392,t_fantasy,2366,fantasy
b996,t_mystery,2364,mystery
b2238,t_historical-romance,2363,historical-romance
b352,t_humor,2362,humor
b610,t_non-fiction,2361,non-fiction
b652,t_vampires,2360,vampires
b2205,t_non-fiction,2359,non-fiction
b4976,t_fantasy,2359,fantasy
b2654,t_fantasy,2354,fantasy
b758,t_nonfiction,2353,nonfiction
b542,t_classics,2349,classics
b761,t_chick-lit,2349,chick-lit
b403,t_philosophy,2348,philosophy
b2758,t_manga,2348,manga
b106,t_biography,2347,biography
b2850,t_fantasy,2347,fantasy
b632,t_dystopia,2347,dystopia
b294,t_mythology,2347,mythology
b2126,t_urban-fantasy,2345,urban-fantasy
b750,t_paranormal,2341,paranormal
b886,t_horror,2341,horror
b721,t_humor,2340,humor
b2061,t_historical-fiction,2339,historical-fiction
b49,t_vampire,2339,vampire
b900,t_non-fiction,2336,non-fiction
b772,t_classics,2336,classics
b1602,t_urban-fantasy,2335,urban-fantasy
b4070,t_fantasy,2335,fantasy
b652,t_fantasy,2332,fantasy
b38,t_time-travel,2329,time-travel
b183,t_steampunk,2328,steampunk
b1630,t_urban-fantasy,2328,urban-fantasy
b211,t_nonfiction,2325,nonfiction
b2977,t_star-wars,2324,star-wars
b1524,t_non-fiction,2323,non-fiction
b144,t_nonfiction,2322,nonfiction
b4712,t_fantasy,2322,fantasy
b2743,t_fantasy,2319,fantasy
b1395,t_historical-fiction,2318,historical-fiction
b2210,t_science-fiction,2313,science-fiction
b52,t_vampire,2313,vampire
b1460,t_travel,2312,travel
b1914,t_science-fiction,2312,science-fiction
b1527,t_science,2312,science
b1434,t_classics,2311,classics
b3341,t_fantasy,2309,fantasy
b79,t_classic,2309,classic
b230,t_classic,2309,classic
b4565,t_fantasy,2308,fantasy
b991,t_romance,2306,romance
b645,t_fantasy,2297,fantasy
b35,t_fantasy,2297,fantasy
b2937,t_graphic-novels,2295,graphic-novels
b624,t_vampires,2295,vampires
b1063,t_chick-lit,2295,chick-lit
b240,t_mystery,2294,mystery
b55,t_classic,2293,classic
b2834,t_history,2291,history
b7164,t_steampunk,2290,steampunk
b929,t_horror,2289,horror
b2313,t_fantasy,2289,fantasy
b1851,t_non-fiction,2287,non-fiction
b69,t_sci-fi,2287,sci-fi
b1112,t_classics,2287,classics
b1622,t_classics,2281,classics
b758,t_science,2281,science
b1257,t_paranormal,2281,paranormal
b3728,t_fantasy,2280,fantasy
b1531,t_fantasy,2278,fantasy
b892,t_non-fiction,2278,non-fiction
b8029,t_fantasy,2277,fantasy
b297,t_science-fiction,2276,science-fiction
b384,t_paranormal,2274,paranormal
b1654,t_fantasy,2274,fantasy
b286,t_romance,2274,romance
b145,t_thriller,2273,thriller
b4190,t_fantasy,2273,fantasy
b3191,t_comics,2273,comics
b100,t_historical-fiction,2272,historical-fiction
b1118,t_dystopian,2272,dystopian
b139,t_paranormal,2271,paranormal
b1140,t_fantasy,2270,fantasy
b4270,t_philosophy,2270,philosophy
b3436,t_comics,2270,comics
b577,t_fantasy,2269,fantasy
b1523,t_dystopian,2267,dystopian
b1722,t_fantasy,2265,fantasy
b224,t_angels,2264,angels
b3087,t_fantasy,2262,fantasy
b769,t_mystery,2262,mystery
b8321,t_manga,2258,manga
b1991,t_science-fiction,2258,science-fiction
b5333,t_graphic-novels,2256,graphic-novels
b841,t_paranormal,2253,paranormal
b1213,t_science-fiction,2248,science-fiction
b180,t_philosophy,2248,philosophy
b947,t_angels,2245,angels
b3934,t_poetry,2245,poetry
b624,t_fantasy,2245,fantasy
b70,t_scifi,2244,scifi
b3834,t_fantasy,2238,fantasy
b1327,t_classics,2237,classics
b419,t_fantasy,2237,fantasy
b1885,t_classics,2234,classics
b20,t_adventure,2234,adventure
b889,t_paranormal,2233,paranormal
b472,t_philosophy,2232,philosophy
b980,t_paranormal,2232,paranormal
b125,t_classic,2232,classic
b6371,t_fantasy,2231,fantasy
b4255,t_fantasy,2230,fantasy
b204,t_classic,2230,classic
b199,t_non-fiction,2229,non-fiction
b181,t_nonfiction,2228,nonfiction
b840,t_historical-fiction,2227,historical-fiction
b372,t_humor,2227,humor
b3086,t_graphic-novels,2225,graphic-novels
b240,t_thriller,2223,thriller
b453,t_historical-fiction,2221,historical-fiction
b643,t_vampires,2218,vampires
b302,t_romance,2217,romance
b2846,t_classics,2214,classics
b170,t_thriller,2213,thriller
b724,t_vampires,2210,vampires
b1690,t_urban-fantasy,2208,urban-fantasy
b247,t_non-fiction,2207,non-fiction
b774,t_science-fiction,2207,science-fiction
b4727,t_philosophy,2206,philosophy
b3120,t_fantasy,2204,fantasy
b889,t_romance,2204,romance
b699,t_science-fiction,2203,science-fiction
b655,t_dystopia,2202,dystopia
b1067,t_mystery,2201,mystery
b187,t_sci-fi,2193,sci-fi
b1449,t_travel,2191,travel
b2290,t_non-fiction,2187,non-fiction
b215,t_dystopia,2183,dystopia
b535,t_paranormal,2183,paranormal
b889,t_vampires,2181,vampires
b9948,t_manga,2179,manga
b127,t_nonfiction,2179,nonfiction
b14,t_fantasy,2179,fantasy
b3378,t_urban-fantasy,2179,urban-fantasy
b889,t_paranormal-romance,2177,paranormal-romance
b3132,t_fantasy,2177,fantasy
b5880,t_fantasy,2176,fantasy
b487,t_science-fiction,2175,science-fiction
b2196,t_science-fiction,2175,science-fiction
b3974,t_fantasy,2173,fantasy
b105,t_fantasy,2172,fantasy
b1204,t_science-fiction,2172,science-fiction
b672,t_classics,2171,classics
b119,t_feminism,2169,feminism
b1275,t_historical-fiction,2168,historical-fiction
b3229,t_mystery,2168,mystery
b1577,t_non-fiction,2167,non-fiction
b9457,t_manga,2165,manga
b1454,t_classics,2163,classics
b309,t_paranormal,2161,paranormal
b4472,t_fantasy,2161,fantasy
b348,t_mystery,2160,mystery
b894,t_fantasy,2159,fantasy
b3535,t_poetry,2158,poetry
b2841,t_non-fiction,2157,non-fiction
b1764,t_fantasy,2157,fantasy
b238,t_memoir,2157,memoir
b974,t_sci-fi,2153,sci-fi
b766,t_graphic-novel,2153,graphic-novel
b1003,t_science-fiction,2151,science-fiction
b179,t_memoir,2150,memoir
b53,t_dragons,2150,dragons
b1432,t_philosophy,2150,philosophy
b527,t_paranormal,2149,paranormal
b1302,t_sci-fi,2149,sci-fi
b6756,t_fantasy,2147,fantasy
b424,t_mystery,2145,mystery
b9851,t_manga,2145,manga
b2156,t_science-fiction,2143,science-fiction
b1019,t_sci-fi,2141,sci-fi
b3818,t_fantasy,2139,fantasy
b748,t_vampires,2139,vampires
b724,t_fantasy,2138,fantasy
b828,t_graphic-novel,2138,graphic-novel
b1400,t_fantasy,2136,fantasy
b5484,t_graphic-novels,2136,graphic-novels
b1262,t_sci-fi,2136,sci-fi
b30,t_crime,2134,crime
b977,t_poetry,2134,poetry
b197,t_urban-fantasy,2133,urban-fantasy
b781,t_dystopian,2132,dystopian
b335,t_fantasy,2132,fantasy
b4290,t_mystery,2131,mystery
b1910,t_classics,2131,classics
b5232,t_fantasy,2129,fantasy
b181,t_true-crime,2129,true-crime
b2676,t_science-fiction,2129,science-fiction
b9092,t_manga,2126,manga
b1664,t_non-fiction,2126,non-fiction
b3052,t_fantasy,2124,fantasy
b2932,t_fantasy,2124,fantasy
b75,t_romance,2122,romance
b317,t_classics,2119,classics
b721,t_non-fiction,2119,non-fiction
b3346,t_classics,2118,classics
b2117,t_non-fiction,2117,non-fiction
b841,t_paranormal-romance,2117,paranormal-romance
b1378,t_history,2116,history
b748,t_fantasy,2116,fantasy
b217,t_non-fiction,2115,non-fiction
b51,t_vampires,2114,vampires
b247,t_self-help,2112,self-help
b376,t_dystopia,2112,dystopia
b2637,t_horror,2112,horror
b817,t_fantasy,2112,fantasy
b2634,t_fantasy,2111,fantasy
b2577,t_fantasy,2111,fantasy
b463,t_fantasy,2110,fantasy
b1294,t_non-fiction,2106,non-fiction
b2642,t_fantasy,2105,fantasy
b1044,t_non-fiction,2105,non-fiction
b3907,t_poetry,2104,poetry
b2732,t_classics,2104,classics
b753,t_comics,2102,comics
b491,t_vampires,2101,vampires
b745,t_humor,2100,humor
b4215,t_fantasy,2100,fantasy
b1530,t_fantasy,2099,fantasy
b42,t_historical-fiction,2099,historical-fiction
b238,t_non-fiction,2097,non-fiction
b104,t_science-fiction,2097,science-fiction
b1011,t_historical-fiction,2097,historical-fiction
b153,t_urban-fantasy,2096,urban-fantasy
b239,t_science-fiction,2096,science-fiction
b9536,t_manga,2096,manga
b310,t_chick-lit,2095,chick-lit
b832,t_mystery,2094,mystery
b81,t_nonfiction,2094,nonfiction
b3174,t_fantasy,2092,fantasy
b394,t_paranormal,2091,paranormal
b4926,t_historical-romance,2090,historical-romance
b5,t_romance,2090,romance
b428,t_mythology,2089,mythology
b41,t_adventure,2089,adventure
b3347,t_fantasy,2088,fantasy
b5074,t_manga,2087,manga
b2334,t_historical-fiction,2085,historical-fiction
b3729,t_historical-fiction,2084,historical-fiction
b874,t_non-fiction,2083,non-fiction
b4445,t_fantasy,2081,fantasy
b554,t_romance,2080,romance
b2851,t_manga,2080,manga
b1370,t_graphic-novel,2079,graphic-novel
b1393,t_classics,2079,classics
b127,t_business,2079,business
b1359,t_fantasy,2077,fantasy
b2915,t_horror,2073,horror
b172,t_classic,2073,classic
b208,t_biography,2071,biography
b1572,t_comics,2069,comics
b4921,t_urban-fantasy,2068,urban-fantasy
b6891,t_fantasy,2068,fantasy
b2503,t_science,2067,science
b344,t_humor,2067,humor
b109,t_historical-fiction,2067,historical-fiction
b322,t_urban-fantasy,2066,urban-fantasy
b455,t_chick-lit,2066,chick-lit
b1179,t_sci-fi,2066,sci-fi
b1181,t_mystery,2065,mystery
b357,t_historical-fiction,2062,historical-fiction
b183,t_romance,2061,romance
b1151,t_mystery,2060,mystery
b1332,t_sci-fi,2060,sci-fi
b4299,t_fantasy,2060,fantasy
b1110,t_romance,2059,romance
b91,t_fantasy,2057,fantasy
b71,t_sci-fi,2057,sci-fi
b6077,t_graphic-novels,2055,graphic-novels
b475,t_romance,2053,romance
b474,t_religion,2053,religion
b2160,t_fantasy,2052,fantasy
b1060,t_food,2050,food
b3082,t_graphic-novels,2050,graphic-novels
b696,t_fantasy,2049,fantasy
b215,t_dystopian,2048,dystopian
b167,t_urban-fantasy,2048,urban-fantasy
b3651,t_manga,2045,manga
b2949,t_historical-romance,2043,historical-romance
b101,t_memoir,2043,memoir
b1081,t_historical-fiction,2041,historical-fiction
b534,t_humor,2041,humor
b2254,t_fantasy,2040,fantasy
b7691,t_steampunk,2040,steampunk
b3,t_paranormal-romance,2039,paranormal-romance
b116,t_classic,2038,classic
b4275,t_fantasy,2038,fantasy
b57,t_historical-fiction,2035,historical-fiction
b182,t_romance,2035,romance
b956,t_science,2033,science
b8567,t_manga,2033,manga
b1484,t_science-fiction,2033,science-fiction
b512,t_classics,2032,classics
b759,t_vampires,2029,vampires
b2197,t_classics,2028,classics
b109,t_classic,2027,classic
b4278,t_romance,2027,romance
b881,t_psychology,2027,psychology
b8172,t_manga,2026,manga
b140,t_crime,2026,crime
b7573,t_fantasy,2025,fantasy
b40,t_travel,2025,travel
b483,t_classics,2025,classics
b458,t_science-fiction,2024,science-fiction
b205,t_fantasy,2023,fantasy
b224,t_romance,2022,romance
b1213,t_sci-fi,2022,sci-fi
b126,t_classics,2020,classics
b602,t_classics,2020,classics
b490,t_graphic-novel,2020,graphic-novel
b365,t_graphic-novel,2018,graphic-novel
b190,t_nonfiction,2017,nonfiction
b563,t_paranormal,2016,paranormal
b2682,t_fantasy,2016,fantasy
b1859,t_non-fiction,2014,non-fiction
b2110,t_graphic-novels,2013,graphic-novels
b5742,t_fantasy,2012,fantasy
b2353,t_comics,2012,comics
b45,t_fantasy,2012,fantasy
b450,t_mystery,2011,mystery
b154,t_classic,2008,classic
b3727,t_fantasy,2007,fantasy
b4799,t_fantasy,2007,fantasy
b599,t_humor,2007,humor
b1449,t_non-fiction,2006,non-fiction
b2656,t_manga,2005,manga
b972,t_science-fiction,2002,science-fiction
b1589,t_horror,2002,horror
b1541,t_fantasy,2001,fantasy
b373,t_fantasy,2001,fantasy
b215,t_fantasy,1997,fantasy
b2076,t_classics,1997,classics
b90,t_classics,1995,classics
b550,t_nonfiction,1995,nonfiction
b2760,t_graphic-novels,1994,graphic-novels
b1415,t_business,1993,business
b572,t_sci-fi,1993,sci-fi
b8599,t_manga,1993,manga
b3396,t_graphic-novels,1993,graphic-novels
b431,t_horror,1993,horror
b2743,t_graphic-novel,1990,graphic-novel
b393,t_romance,1988,romance
b208,t_history,1987,history
b197,t_romance,1986,romance
b1576,t_horror,1985,horror
b1945,t_urban-fantasy,1985,urban-fantasy
