id,label,type,author,n_books
b8156,"After the Funeral (Hercule Poirot, #29)",book,Agatha Christie,1
b4576,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",book,Lauren Graham,1
b9119,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",book,Sharon Kay Penman,1
b1290,"Messenger (The Giver, #3)",book,Lois Lowry,1
b3080,"King Solomon's Mines (Allan Quatermain, #1)",book,H. Rider Haggard,1
b3514,"First Drop of Crimson (Night Huntress World, #1)",book,Jeaniene Frost,1
b2183,"Love Unscripted (Love, #1)",book,Tina Reber,1
b1417,Chasing Harry Winston,book,Lauren Weisberger,1
b2705,"The Awakening (The Vampire Diaries, #1)",book,L.J. Smith,1
b2837,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",book,"Robert M. Edsel, Bret Witter",1
b2809,Wide Sargasso Sea,book,Jean Rhys,1
b4859,Books of Blood: Volumes One to Three (Books of Blood #1-3),book,Clive Barker,1
b5934,"H is for Homicide (Kinsey Millhone, #8)",book,Sue Grafton,1
b7513,"The Hollow Hills (Arthurian Saga, #2)",book,Mary  Stewart,1
b6153,"I is for Innocent (Kinsey Millhone, #9)",book,Sue Grafton,1
b2611,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",book,Terry Pratchett,1
b4012,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",book,"Joss Whedon, Georges Jeanty",1
b2142,The Iliad/The Odyssey,book,"Homer, Robert Fagles, Bernard Knox",1
b2502,"Notorious Nineteen (Stephanie Plum, #19)",book,Janet Evanovich,1
b1236,Haunted,book,Chuck Palahniuk,1
b5134,Weaveworld,book,Clive Barker,1
b4308,"Red Lily (In the Garden, #3)",book,Nora Roberts,1
b9494,"They Do It with Mirrors (Miss Marple, #6)",book,Agatha Christie,1
b2173,Dad Is Fat,book,Jim Gaffigan,1
b6445,"Akira, Vol. 1",book,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",1
b4737,"Simply Irresistible (Lucky Harbor, #1)",book,Jill Shalvis,1
b868,Pippi Longstocking,book,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1
b6501,Crooked House,book,Agatha Christie,1
b5506,Embassytown,book,China Miéville,1
b7272,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",book,Rick Riordan,1
b1231,Loving Frank,book,Nancy Horan,1
b3235,Start with Why: How Great Leaders Inspire Everyone to Take Action,book,Simon Sinek,1
b580,The Story of Art,book,E.H. Gombrich,1
b516,The Amazing Adventures of Kavalier & Clay,book,Michael Chabon,1
b4293,"Stolen (Women of the Otherworld, #2)",book,Kelley Armstrong,1
b7855,"Murder Must Advertise  (Lord Peter Wimsey, #10)",book,Dorothy L. Sayers,1
b1588,"Deadlocked (Sookie Stackhouse, #12)",book,Charlaine Harris,1
b6225,Utilitarianism,book,"John Stuart Mill, George Sher",1
b1188,The 4-Hour Workweek,book,Timothy Ferriss,1
b380,Norwegian Wood,book,"Haruki Murakami, Jay Rubin",1
b5522,"Rising Tides (Chesapeake Bay Saga, #2)",book,Nora Roberts,1
b5283,The Hero With a Thousand Faces,book,Joseph Campbell,1
b8185,"Morgawr (The Voyage of the Jerle Shannara, #3)",book,Terry Brooks,1
b3783,"Eve (Eve, #1)",book,Anna Carey,1
b8367,Embroideries,book,"Marjane Satrapi, Anjali Singh",1
b2718,"The Fifth Elephant (Discworld, #24; City Watch, #5)",book,Terry Pratchett,1
b6020,"Dreaming of You (The Gamblers, #2)",book,Lisa Kleypas,1
b4805,Kiss of a Demon King (Immortals After Dark #7),book,Kresley Cole,1
b2678,Superman: Red Son,book,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",1
b3037,The Tell-Tale Heart,book,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1
b6476,Practice Makes Perfect (Berkley Sensation),book,Julie James,1
b7170,"Being a Green Mother (Incarnations of Immortality, #5)",book,Piers Anthony,1
b5411,"Inner Harbor (Chesapeake Bay Saga, #3)",book,Nora Roberts,1
b1896,"Pollyanna (Pollyanna, #1)",book,Eleanor H. Porter,1
b9216,"Armageddon's Children (Genesis of Shannara, #1)",book,Terry Brooks,1
b3752,"Poirot Investiga (Hércules Poirot, #3)",book,Agatha Christie,1
b9003,"The Monstrumologist (The Monstrumologist, #1)",book,Rick Yancey,1
b7189,Relish: My Life in the Kitchen,book,Lucy Knisley,1
b6309,"The Crimson Campaign (Powder Mage, #2)",book,Brian  McClellan,1
b5470,"2061: Odyssey Three (Space Odyssey, #3)",book,Arthur C. Clarke,1
b1978,The Liars' Club,book,Mary Karr,1
b573,"Men Are from Mars, Women Are from Venus",book,John Gray,1
b3019,"The Hero and the Crown (Damar, #2)",book,Robin McKinley,1
b5273,The Bloody Chamber and Other Stories,book,Angela Carter,1
b1678,"The House of the Scorpion (Matteo Alacran, #1)",book,Nancy Farmer,1
b5182,London,book,Edward Rutherfurd,1
b7113,"The Warrior's Apprentice (Vorkosigan Saga, #2)",book,Lois McMaster Bujold,1
b4964,Shades of Grey,book,Jasper Fforde,1
b6362,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",book,"Yoko Kamio, 神尾葉子",1
b2426,300,book,"Frank Miller, Lynn Varley",1
b329,The Last Lecture,book,"Randy Pausch, Jeffrey Zaslow",1
b3795,"Perelandra (Space Trilogy, #2)",book,C.S. Lewis,1
b6375,"The First Man in Rome (Masters of Rome, #1)",book,Colleen McCullough,1
b4680,"Key of Knowledge (Key Trilogy, #2)",book,Nora Roberts,1
b2247,The Diving Bell and the Butterfly,book,"Jean-Dominique Bauby, Jeremy Leggatt",1
b9400,"Sad Cypress (Hercule Poirot, #21)",book,Agatha Christie,1
b5354,The Thin Man,book,Dashiell Hammett,1
b281,The Pelican Brief,book,John Grisham,1
b3827,Batman: Hush,book,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",1
b9455,The Old Curiosity Shop,book,"Charles Dickens, Norman Page",1
b5384,Hark! A Vagrant,book,Kate Beaton,1
b2255,An Unquiet Mind: A Memoir of Moods and Madness,book,Kay Redfield Jamison,1
b7983,Visions of Heat (Psy-Changeling #2),book,Nalini Singh,1
b4791,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",book,"Holly Black, Tony DiTerlizzi",1
b6577,"The King's Curse (The Plantagenet and Tudor Novels, #7)",book,Philippa Gregory,1
b2388,"Delivering Happiness: A Path to Profits, Passion, and Purpose",book,Tony Hsieh,1
b1711,Sushi for Beginners,book,Marian Keyes,1
b1987,The Bachman Books,book,"Richard Bachman, Stephen King",1
b2074,"The Body Farm (Kay Scarpetta, #5)",book,Patricia Cornwell,1
b6775,"Runaways, Vol. 1: Pride and Joy (Runaways, #1)",book,"Brian K. Vaughan, Adrian Alphona",1
b7020,"Forest Born (The Books of Bayern, #4)",book,Shannon Hale,1
b2358,"Beautiful Redemption (Caster Chronicles, #4)",book,"Kami Garcia, Margaret Stohl",1
b2742,Battle Hymn of the Tiger Mother,book,Amy Chua,1
b6497,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",book,George R.R. Martin,1
b4447,"The Cat Who Could Read Backwards (Cat Who..., #1)",book,Lilian Jackson Braun,1
b2866,"The Long Earth (The Long Earth, #1)",book,"Terry Pratchett, Stephen Baxter",1
b1379,"2nd Chance (Women's Murder Club, #2)",book,"James Patterson, Andrew Gross",1
b1036,"Effortless (Thoughtless, #2)",book,S.C. Stephens,1
b1049,"Elantris (Elantris, #1)",book,Brandon Sanderson,1
b4698,"Rilla of Ingleside (Anne of Green Gables, #8)",book,L.M. Montgomery,1
b2004,Travels with Charley: In Search of America,book,John Steinbeck,1
b3110,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",book,Akira Toriyama,1
b1482,The Boston Girl,book,Anita Diamant,1
b950,I'll Give You the Sun,book,Jandy Nelson,1
b4047,"Parable of the Sower (Earthseed, #1)",book,Octavia E. Butler,1
b2220,Built to Last: Successful Habits of Visionary Companies,book,"James C. Collins, Jerry I. Porras",1
b8327,"The Left Hand of God (The Left Hand of God, #1)",book,Paul  Hoffman,1
b6017,"Unnatural Death (Lord Peter Wimsey, #3)",book,Dorothy L. Sayers,1
b4106,Notes from Underground,book,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1
b3956,"Fever (The Chemical Garden, #2)",book,Lauren DeStefano,1
b7857,Dead Heat (Alpha & Omega #4),book,Patricia Briggs,1
b2823,"J is for Judgment (Kinsey Millhone, #10)",book,Sue Grafton,1
b3379,Père Goriot,book,Honoré de Balzac,1
b6540,"Love in the Afternoon (The Hathaways, #5)",book,Lisa Kleypas,1
b6622,"Black Cat, Volume 01",book,Kentaro Yabuki,1
b7110,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",book,Ai Yazawa,1
b272,Like Water for Chocolate,book,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1
b1971,"Revelations (Blue Bloods, #3)",book,Melissa de la Cruz,1
b5277,"Born in Shame (Born In Trilogy, #3)",book,Nora Roberts,1
b9476,"The Clocks (Hercule Poirot, #34)",book,"Agatha Christie, Robin Bailey",1
b7824,"Talon of the Silver Hawk (Conclave of Shadows, #1)",book,Raymond E. Feist,1
b1950,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",book,"Mike Mignola, John Byrne",1
b1727,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",book,Douglas Adams,1
b6873,"The Bellmaker (Redwall, #7)",book,Brian Jacques,1
b7314,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",book,"CLAMP, Anita Sengupta",1
b3338,Consider the Lobster and Other Essays,book,David Foster Wallace,1
b3289,"Vampire Kisses (Vampire Kisses, #1)",book,Ellen Schreiber,1
b6927,The Grand Sophy,book,Georgette Heyer,1
b359,And the Mountains Echoed,book,Khaled Hosseini,1
b3790,The Midwife's Apprentice,book,Karen Cushman,1
b831,Lock and Key,book,Sarah Dessen,1
b3512,"Robopocalypse (Robopocalypse, #1)",book,Daniel H. Wilson,1
b5544,"Article 5 (Article 5, #1)",book,Kristen Simmons,1
b734,Roots: The Saga of an American Family,book,Alex Haley,1
b3612,"K is for Killer (Kinsey Millhone, #11)",book,Sue Grafton,1
b3855,"Paper Princess (The Royals, #1)",book,"Erin Watt, Elle Kennedy, Jen Frederick",1
b8910,"Sun and Moon, Ice and Snow",book,Jessica Day George,1
b6488,"Shakespeare's Landlord (Lily Bard, #1)",book,Charlaine Harris,1
b5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",book,Glen Cook,1
b3336,"Feast of Fools (The Morganville Vampires, #4)",book,Rachel Caine,1
b3712,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",book,Suzanne Collins,1
b2526,"All-Star Superman, Vol. 1",book,"Grant Morrison, Frank Quitely",1
b448,The Purpose Driven Life: What on Earth Am I Here for?,book,Rick Warren,1
b6455,Selected Poems,book,Emily Dickinson,1
b1072,Heart of the Matter,book,Emily Giffin,1
b2030,"M is for Malice (Kinsey Millhone, #13)",book,Sue Grafton,1
b669,The House of the Spirits,book,"Isabel Allende, Magda Bogin",1
b5744,"Hard Bitten (Chicagoland Vampires, #4)",book,Chloe Neill,1
b6040,"The Screaming Staircase (Lockwood & Co., #1)",book,Jonathan Stroud,1
b2601,The Red Pony,book,John Steinbeck,1
b3884,"Mona Lisa Overdrive (Sprawl, #3)",book,William Gibson,1
b4173,Civil War: A Marvel Comics Event,book,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",1
b4023,"Rock Chick (Rock Chick, #1)",book,Kristen Ashley,1
b7391,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",book,Sarah J. Maas,1
b8852,"Wildest Dreams (Fantasyland, #1)",book,Kristen Ashley,1
b5415,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",book,Anne McCaffrey,1
b9996,"Bayou Moon (The Edge, #2)",book,Ilona Andrews,1
b4158,"Everneath (Everneath, #1)",book,Brodi Ashton,1
b5651,"Neanderthal Seeks Human (Knitting in the City, #1)",book,Penny Reid,1
b1095,"Life As We Knew It (Last Survivors, #1)",book,Susan Beth Pfeffer,1
b3756,The Bazaar of Bad Dreams,book,Stephen King,1
b7010,"The Walking Dead, Vol. 07: The Calm Before",book,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",1
b6874,Caressed by Ice (Psy-Changeling #3),book,Nalini Singh,1
b261,Under the Tuscan Sun,book,Frances Mayes,1
b1414,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",book,Nicholas Sparks,1
b6651,"Alice in the Country of Hearts, Vol. 01 (Alice in the Country of Hearts, #1)",book,"QuinRose, Soumei Hoshino",1
b2376,"Lord Brocktree (Redwall, #13)",book,Brian Jacques,1
b5723,The Gift of Fear: Survival Signals That Protect Us from Violence,book,Gavin de Becker,1
b4452,"Death du Jour (Temperance Brennan, #2)",book,Kathy Reichs,1
b1575,Let It Snow: Three Holiday Romances,book,"John Green, Maureen Johnson, Lauren Myracle",1
b2987,"Spell Bound (Hex Hall, #3)",book,Rachel Hawkins,1
b3738,The Darkest Pleasure (Lords of the Underworld #3),book,Gena Showalter,1
b1780,"Born at Midnight (Shadow Falls, #1)",book,C.C. Hunter,1
b6282,"Wildwood (Wildwood Chronicles, #1)",book,"Colin Meloy, Carson Ellis",1
b4326,"Flow My Tears, the Policeman Said",book,Philip K. Dick,1
b5368,The Summer Before the War,book,Helen Simonson,1
b4619,"Key of Valor (Key Trilogy, #3)",book,Nora Roberts,1
b9653,"The Elvenbane (Halfblood Chronicles, #1)",book,"Andre Norton, Mercedes Lackey",1
b4210,"Kiss of the Highlander (Highlander, #4)",book,Karen Marie Moning,1
b3420,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",book,Michael Scott,1
b6452,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",book,"Tachibana Higuchi, 樋口 橘",1
b4580,"Ironside (Modern Faerie Tales, #3)",book,Holly Black,1
b3116,"A Million Suns (Across the Universe, #2)",book,Beth Revis,1
b3484,A Modest Proposal,book,Jonathan Swift,1
b2410,"Sweet Evil (Sweet, #1)",book,Wendy Higgins,1
b5044,"Grave Surprise (Harper Connelly, #2)",book,Charlaine Harris,1
b4148,"Into the Wilderness (Wilderness, #1)",book,Sara Donati,1
b2130,"Torn (Trylle, #2)",book,Amanda Hocking,1
b3382,"Night Play (Dark-Hunter #5, Were-Hunter #1)",book,Sherrilyn Kenyon,1
b6719,Storm Born (Dark Swan #1),book,Richelle Mead,1
b939,Reconstructing Amelia,book,Kimberly McCreight,1
b6448,"Grim Tuesday (The Keys to the Kingdom, #2)",book,Garth Nix,1
b2418,"The Keeper of Lost Causes (Department Q, #1)",book,"Jussi Adler-Olsen, Lisa Hartford",1
b4000,"The Kings of Clonmel (Ranger's Apprentice, #8)",book,John Flanagan,1
b1767,The Sky Is Everywhere,book,Jandy Nelson,1
b7072,"Wonder Woman, Volume 1: Blood",book,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",1
b936,"Wolves of the Calla (The Dark Tower, #5)",book,"Stephen King, Bernie Wrightson",1
b4406,"Welcome to Temptation (Dempseys, #1)",book,Jennifer Crusie,1
b9695,"Wild Ones, Vol. 1 (Wild Ones, #1)",book,Kiyo Fujiwara,1
b4757,"Rapture in Death (In Death, #4)",book,"J.D. Robb, Susan Ericksen",1
b6136,Defiance (Defiance #1),book,C.J. Redwine,1
b7869,The Consolations of Philosophy,book,Alain de Botton,1
b2598,The Invisible Bridge,book,"Julie Orringer, Arthur Morey",1
b8922,"Seeing Redd (The Looking Glass Wars, #2)",book,Frank Beddor,1
b2372,The Witness,book,Nora Roberts,1
b2549,"Blue Moon (Anita Blake, Vampire Hunter, #8)",book,Laurell K. Hamilton,1
b6627,"Pardonable Lies (Maisie Dobbs, #3)",book,Jacqueline Winspear,1
b1010,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,book,Bill Watterson,1
b1068,The Color of Water: A Black Man's Tribute to His White Mother,book,James McBride,1
b1912,Euphoria,book,Lily King,1
b8810,"Defy (Defy, #1)",book,Sara B. Larson,1
b2899,The Museum of Extraordinary Things,book,Alice Hoffman,1
b2280,Boy Meets Boy,book,David Levithan,1
b2576,"Beautiful Stranger (Beautiful Bastard, #2)",book,Christina Lauren,1
b7145,"Dawn (Xenogenesis, #1)",book,Octavia E. Butler,1
b3231,"Backstage Pass (Sinners on Tour, #1)",book,Olivia Cunning,1
b2465,Stumbling on Happiness,book,Daniel Todd Gilbert,1
b5036,Moon Over Manifest,book,Clare Vanderpool,1
b8708,"Fated (Alex Verus, #1)",book,Benedict Jacka,1
b1133,The English Patient,book,Michael Ondaatje,1
b3780,"Lord John and the Private Matter (Lord John Grey, #1)",book,Diana Gabaldon,1
b8373,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",book,Brandon Sanderson,1
b749,The Storyteller,book,Jodi Picoult,1
b2755,The Gods Themselves,book,Isaac Asimov,1
b118,The Joy Luck Club,book,Amy Tan,1
b9963,"Krondor: The Betrayal (The Riftwar Legacy, #1)",book,Raymond E. Feist,1
b4651,"Hunted (The Iron Druid Chronicles, #6)",book,Kevin Hearne,1
b4027,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",book,Alexander McCall Smith,1
b3926,Demon from the Dark (Immortals After Dark #10),book,Kresley Cole,1
b744,The Power of Now: A Guide to Spiritual Enlightenment,book,Eckhart Tolle,1
b6828,"First Among Sequels (Thursday Next, #5)",book,Jasper Fforde,1
b7383,"Outcast of Redwall (Redwall, #8)",book,Brian Jacques,1
b603,"The Hero of Ages (Mistborn, #3)",book,Brandon Sanderson,1
b4415,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],book,"Naoko Takeuchi, 武内 直子",1
b6491,Shrill: Notes from a Loud Woman,book,Lindy West,1
b2860,Till We Have Faces,book,C.S. Lewis,1
b4716,Kim,book,"Rudyard Kipling, Edward Said",1
b5690,The Magic of Reality: How We Know What's Really True,book,"Richard Dawkins, Dave McKean",1
b3793,"Silver Shadows (Bloodlines, #5)",book,Richelle Mead,1
b5870,The Valley of Fear,book,"Arthur Conan Doyle, David Timson",1
b1008,"The Power of Six (Lorien Legacies, #2)",book,Pittacus Lore,1
b4381,The Sun Is Also a Star,book,Nicola Yoon,1
b5431,"Chesapeake Blue (Chesapeake Bay Saga, #4)",book,Nora Roberts,1
b5120,No Logo,book,Naomi Klein,1
b2364,"The Vincent Boys (The Vincent Boys, #1)",book,Abbi Glines,1
b2040,"Losing Hope (Hopeless, #2)",book,Colleen Hoover,1
b4433,Pleasure of a Dark Prince (Immortals After Dark #9),book,Kresley Cole,1
b1837,"Shift (Silo, #2)",book,Hugh Howey,1
b6079,"Grass for His Pillow (Tales of the Otori, #2)",book,Lian Hearn,1
b5015,"Daughter of the Empire (The Empire Trilogy, #1)",book,"Raymond E. Feist, Janny Wurts",1
b2250,The Life and Times of the Thunderbolt Kid,book,Bill Bryson,1
b4570,The Last Runaway,book,Tracy Chevalier,1
b2432,"Blood Brothers (Sign of Seven, #1)",book,Nora Roberts,1
b931,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",book,"Lena Dunham, Joana Avillez",1
b2359,The Distant Hours,book,Kate Morton,1
b6313,"Heaven, Texas (Chicago Stars, #2)",book,Susan Elizabeth Phillips,1
b6744,"The Silent Blade (Forgotten Realms: Paths of Darkness, #1; Legend of Drizzt, #11)",book,R.A. Salvatore,1
b6648,The Collected Poems,book,Langston Hughes,1
b6706,"Girl Waits with Gun (Kopp Sisters, #1)",book,Amy  Stewart,1
b4330,The Trial and Death of Socrates,book,"Plato, G.M.A. Grube, John M. Cooper",1
b9571,"Dynasty of Evil (Star Wars: Darth Bane, #3)",book,Drew Karpyshyn,1
b3215,Acheron (Dark-Hunter #14),book,Sherrilyn Kenyon,1
b3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",book,Erik Larson,1
b6568,"The League of Extraordinary Gentlemen, Vol. 2",book,"Alan Moore, Kevin O'Neill",1
b6734,"The Riddle (The Books of Pellinor, #2)",book,Alison Croggon,1
b2843,"Kick-Ass (Kick-Ass, #1)",book,"Mark Millar, John Romita Jr., Rob Liefeld",1
b5782,Robots and Empire (Robot #4),book,Isaac Asimov,1
b1712,"Still Life (Chief Inspector Armand Gamache, #1)",book,Louise Penny,1
b5316,"Dime Store Magic (Women of the Otherworld, #3)",book,Kelley Armstrong,1
b7778,The Analects,book,"Confucius, D.C. Lau",1
b9304,Poetics,book,"Aristotle, Malcolm Heath",1
b6887,Day Watch (Watch #2),book,"Sergei Lukyanenko, Andrew Bromfield",1
b2107,Suite Française,book,"Irène Némirovsky, Sandra Smith",1
b9662,"Web of Lies (Elemental Assassin, #2)",book,Jennifer Estep,1
b6295,"The Cold Dish (Walt Longmire, #1)",book,Craig Johnson,1
b2605,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",book,Laurell K. Hamilton,1
b6169,"Blindsight (Firefall, #1)",book,Peter Watts,1
b2153,"The Secret of Ella and Micha (The Secret, #1)",book,Jessica Sorensen,1
b2231,This Is Your Brain on Music: The Science of a Human Obsession,book,Daniel J. Levitin,1
b3748,"Seduction and Snacks (Chocolate Lovers, #1)",book,Tara Sivec,1
b4946,Lothaire (Immortals After Dark #12),book,Kresley Cole,1
b430,Kafka on the Shore,book,"Haruki Murakami, Philip Gabriel",1
b3070,"Labyrinth (Languedoc, #1)",book,Kate Mosse,1
b3408,"Hunting Ground (Alpha & Omega, #2)",book,Patricia Briggs,1
b4226,"Into the Still Blue (Under the Never Sky, #3)",book,Veronica Rossi,1
b5944,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,book,Denise Kiernan,1
b3170,Little Brother,book,Cory Doctorow,1
b3833,"Tarzan of the Apes (Tarzan, #1)",book,Edgar Rice Burroughs,1
b6108,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",book,"CLAMP, Maria Simpson",1
